종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,EBS,통과,근거,ATR_MULT,SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
006800,미래에셋증권,KOSPI,금융 지원 서비스업,금융 지원 서비스업,서비스 기타,22100,2523.13,126039.9,22100,19890,24800,27450,83.0,76.6,81.8,↩️ PULL (눌림),⑤ 하락 / 약세,-0.67,-5.76,-0.41,-17.61,-34.27,6,1.0,1.0,0.37,1.0,0.21,1.0,0.51,52.1,59.4,1.98,18.5189,-0.0381,3.31,1.18,23010,-1,9.14,1,1,1,1,False,3.27,1.38,-2.21,5,★,"RSI적정, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",2.5,-1.0721052631578947,12.0,1.2217194570135748,0.0,-1,🌪️ 6일 연속 응축 중! 폭발 임박. ✅ 20일선 눌림목 구간.,51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),5,11,20251218,20251218,15.4,5.16,-2.21,-17.61
000990,DB하이텍,KOSPI,반도체 제조업,반도체 제조업,반도체,64000,192.67,27842.9,64000,59500,69400,74700,82.3,80.2,87.7,↩️ PULL (눌림),③ 박스 / 중립,-3.61,36.32,-3.35,-3.51,7.81,4,0.98,0.99,1.0,1.0,0.21,0.12,0.82,51.6,72.5,-0.74,-283.9136,-0.1225,0.82,0.52,59565,1,10.94,0,1,1,0,True,-3.76,-0.62,11.89,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",1.8,-2.7077777777777774,13.0,1.2,0.0,1,🌪️ 에너지 응축 시작 (4일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간. (매수 유효),51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),3,12,20251218,20251218,15.4,5.16,11.89,-3.51
298040,효성중공업,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,1812000,1110.29,168960.8,1812000,1685000,1965000,2117000,81.8,82.0,85.9,↩️ PULL (눌림),② 상승 후 조정,-10.3,111.68,-10.04,14.96,83.17,4,0.99,0.99,1.0,1.0,0.11,1.0,0.64,43.5,54.8,-5.57,-14013.6863,-0.1031,1.03,-1.94,2115600,-1,12.05,0,1,1,0,True,-8.39,-1.95,30.36,2,,"정배열(단), 장기추세(120↑)",1.8,-6.7700000000000005,15.0,1.204724409448819,0.0,-1,🌪️ 에너지 응축 시작 (4일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대. (매수 유효),51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),2,13,20251218,20251218,15.4,5.16,30.36,14.96
241710,코스메카코리아,KOSDAQ,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,72400,60.99,7732.3,72300,67200,78400,84500,81.7,75.4,80.1,🔥 SQZ (폭발대기),③ 박스 / 중립,0.14,18.88,-0.91,1.31,5.96,16,0.94,0.97,1.0,0.95,0.44,0.0,0.85,43.6,45.4,3.19,168.4386,0.2297,1.11,1.21,62790,1,11.97,0,1,1,1,False,6.47,6.94,6.47,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",1.8,-0.7853333333333334,11.0,1.1538461538461537,0.13831258644536654,1,🌪️ 16일 연속 응축 중! 폭발 임박. 🚀 단기 모멘텀 가속. ,51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),3,14,20251218,20251218,15.4,5.16,6.47,1.31
071050,한국금융지주,KOSPI,기타 금융업,기타 금융업,금융,157000,268.47,87489.8,157000,146000,170200,183400,81.3,80.9,85.5,↩️ PULL (눌림),⑤ 하락 / 약세,-0.88,7.31,-0.62,-15.78,-21.2,4,0.98,0.98,1.0,1.0,0.1,0.22,0.79,46.3,44.4,-2.22,-335.9448,-0.081,0.7,0.79,175040,-1,9.18,1,1,1,0,True,0.0,-3.27,-0.38,2,,"RSI적정, 장기추세(120↑)",1.8,0.7613333333333334,4.0,1.2,0.0,-1,🌪️ 에너지 응축 시작 (4일차). 🧱 구조적 지지선(Swing Low) 근접.  (매수 유효),51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),5,15,20251218,20251218,15.4,5.16,-0.38,-15.78
010060,OCI홀딩스,KOSPI,기타 금융업,기타 금융업,금융,106000,78.84,19790.4,105600,98200,114500,123400,81.3,77.4,78.3,🔻 REV (역추세 반등),④ 바닥 반등 시도,-2.12,44.22,-1.86,-9.61,15.71,4,0.89,0.94,1.0,0.87,0.54,0.0,0.75,53.6,44.9,3.39,766.6824,0.2314,0.73,0.7,110890,-1,9.97,1,1,1,1,False,6.11,5.26,5.79,5,★,"RSI적정, MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",1.8,0.7613333333333334,4.0,1.0897435897435896,0.3787878787878788,-1,🌪️ 에너지 응축 시작 (4일차). 🚀 단기 모멘텀 가속. ,51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),4,16,20251218,20251218,15.4,5.16,5.79,-9.61
014280,금강공업,KOSPI,1차 철강 제조업,1차 철강 제조업,철강·금속,6740,52.5,1976.8,6730,6250,7300,7860,81.2,77.7,78.0,🔺 Watch (상승 준비),② 상승 후 조정,19.29,41.75,19.55,15.98,13.24,1,0.94,0.97,1.0,0.95,0.35,0.0,0.69,53.4,69.0,3.17,-0.3941,-0.2798,0.27,0.79,5897,1,22.46,0,1,1,1,False,-1.61,8.19,31.38,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",1.8,8.56375,2.0,1.1428571428571428,0.1485884101040119,1,🌪️ 에너지 응축 시작 (1일차). 💸 자금 유입 지속. ,51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),2,17,20251218,20251218,15.4,5.16,31.38,15.98
000150,두산,KOSPI,기타 금융업,기타 금융업,금융,770000,1776.84,124692.5,770000,716000,835000,900000,81.1,82.3,84.4,↩️ PULL (눌림),② 상승 후 조정,-16.58,15.44,-16.32,13.79,-13.07,6,0.98,0.99,1.0,1.0,0.04,1.0,0.36,36.5,29.5,-10.53,-13049.4583,-0.1825,1.88,-1.33,913900,-1,15.96,0,1,1,0,False,-9.2,-13.39,29.19,3,,"거래량↑, 정배열(단), 장기추세(120↑)",1.8,0.7613333333333334,4.0,1.2037037037037037,0.0,-1,🌪️ 6일 연속 응축 중! 폭발 임박. 📉 매도세 우위. 📉 과매도 기술적 반등 기대. (매수 유효),51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),2,18,20251218,20251218,15.4,5.16,29.19,13.79
220100,퓨쳐켐,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,30350,242.76,6798.6,30350,28200,32900,35450,81.0,75.4,88.1,↩️ PULL (눌림),② 상승 후 조정,-6.04,94.8,-7.09,56.53,81.88,6,0.97,0.98,1.0,1.0,0.24,0.19,0.65,39.9,51.7,-3.36,-542.6935,-0.1373,0.67,-1.27,25280,1,16.64,0,1,1,0,True,-11.26,-5.75,61.69,2,,"정배열(단), 장기추세(120↑)",1.8,-0.7529999999999999,10.0,1.186046511627907,0.0,1,🌪️ 6일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),2,19,20251218,20251218,15.4,5.16,61.69,56.53
064260,다날,KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,6930,1017.5,5202.5,6930,6230,7770,8600,80.9,74.2,79.4,↩️ PULL (눌림),⑤ 하락 / 약세,2.82,5.48,1.77,-29.17,-7.44,1,0.98,1.0,0.34,1.0,0.11,1.0,0.43,50.0,87.2,1.7,69.158,-0.2719,3.11,0.26,7503,-1,13.54,0,1,1,1,False,-3.75,2.06,-24.01,4,,"RSI적정, 20선근접, 거래량↑, 자금유입, MACD>Sig",2.5,-0.17568181818181808,8.0,1.2,0.0,-1,🌪️ 에너지 응축 시작 (1일차). 📉 매도세 우위. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간.,51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),5,20,20251218,20251218,15.4,5.16,-24.01,-29.17
278470,에이피알,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,243500,733.31,91143.6,243500,226000,264000,284500,80.4,81.2,83.7,↩️ PULL (눌림),③ 박스 / 중립,2.74,60.62,3.0,-3.19,32.11,3,0.96,0.99,1.0,1.0,0.03,0.84,0.63,43.8,40.6,-3.6,-811.6477,-0.05,0.55,-0.63,226350,1,12.32,0,1,1,0,True,-3.94,-1.62,12.21,2,,"정배열(단), 장기추세(120↑)",1.8,-0.7853333333333334,11.0,1.1714285714285715,0.0,1,🌪️ 에너지 응축 시작 (3일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위.  (매수 유효),51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),3,21,20251218,20251218,15.4,5.16,12.21,-3.19
067310,하나마이크론,KOSDAQ,반도체 제조업,반도체 제조업,반도체,24350,402.42,16163.1,24350,22600,26400,28450,79.7,75.8,85.4,↩️ PULL (눌림),② 상승 후 조정,-1.62,92.19,-2.67,16.59,79.27,13,0.96,0.99,1.0,1.0,0.12,0.4,0.87,41.1,54.3,-1.01,-103.2367,-0.053,1.16,0.98,27055,-1,13.96,0,1,1,0,False,-0.61,-0.2,21.75,1,,장기추세(120↑),1.8,-2.7077777777777774,13.0,1.1714285714285715,0.0,-1,🌪️ 13일 연속 응축 중! 폭발 임박. ✅ 20일선 눌림목 구간.,51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),2,22,20251218,20251218,15.4,5.16,21.75,16.59
042700,한미반도체,KOSPI,특수 목적용 기계 제조업,특수 목적용 기계 제조업,반도체,116400,692.57,110943.4,116400,108200,126200,136000,79.7,78.4,84.0,↩️ PULL (눌림),② 상승 후 조정,-5.75,19.38,-5.49,8.04,-9.13,8,0.98,0.99,1.0,1.0,0.03,0.78,0.67,36.7,55.2,-3.45,-210.0918,-0.0231,0.67,0.18,130870,-1,9.44,1,1,1,0,True,-3.8,0.26,23.44,1,,장기추세(120↑),1.8,-2.7077777777777774,13.0,1.1951219512195121,0.0,-1,🌪️ 8일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),2,23,20251218,20251218,15.4,5.16,23.44,8.04
277810,레인보우로보틱스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,434500,769.9,84292.4,434500,404000,471000,508000,79.3,87.9,87.1,↩️ PULL (눌림),② 상승 후 조정,11.13,46.54,10.08,41.63,33.62,0,0.98,0.98,1.0,1.0,0.38,0.89,0.73,49.9,64.1,0.4,-2314.6349,-0.4337,0.67,-0.54,396450,1,37.25,0,0,0,1,True,-7.55,-8.04,46.79,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,-2.7915686274509803,14.0,1.1967213114754098,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간. (매수 유효),51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),2,24,20251218,20251218,15.4,5.16,46.79,41.63
000720,현대건설,KOSPI,토목 건설업,토목 건설업,건설·부동산,69400,859.73,77280.9,69400,64500,75300,81100,79.3,92.4,84.8,↩️ PULL (눌림),③ 박스 / 중립,12.66,-14.43,12.92,4.26,-42.94,0,0.99,1.0,1.0,1.0,0.26,1.0,0.87,53.1,62.1,0.97,-208.5371,-0.4668,0.53,1.37,63540,1,30.51,0,0,0,1,True,-5.71,1.61,19.66,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,0.5128571428571428,5.0,1.2040816326530612,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간. (강력 매수),51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),3,25,20251218,20251218,15.4,5.16,19.66,4.26
000660,SK하이닉스,KOSPI,반도체 제조업,반도체 제조업,반도체,552000,16419.45,4018573.1,552000,513000,599000,645000,79.2,90.6,85.5,↩️ PULL (눌림),② 상승 후 조정,-3.33,93.01,-3.07,40.97,64.5,0,0.99,1.0,1.0,1.0,0.29,1.0,0.91,55.4,47.8,0.87,-3311.1237,-0.1511,0.8,1.3,510700,1,14.44,0,0,0,1,True,-2.3,1.85,56.37,4,,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",2.0,-2.7077777777777774,13.0,1.205128205128205,0.0,1,🧱 구조적 지지선(Swing Low) 근접. ✅ 20일선 눌림목 구간. (강력 매수),51.5,43.1,60.6,🌤 중립,1.유통·소비재(+16.2%) / 2.철강·금속(+8.6%) / 3.미디어·콘텐츠(+4.8%) / 4.금융(+0.8%) / 5.건설·부동산(+0.5%),2,26,20251218,20251218,15.4,5.16,56.37,40.97
